Temperature (K),Pressure (MPa),Enthalpy (kJ/mol),Entropy (J/mol*K)
780,16.5,43.339,119.51
780,17,43.32,119.23
780,17.5,43.3,118.96
780,18,43.281,118.7
780,18.5,43.262,118.44
780,19,43.243,118.19
780,19.5,43.225,117.94
780,20,43.206,117.7
780,20.5,43.188,117.47
780,21,43.17,117.24
780,21.5,43.152,117.01
780,22,43.134,116.79
780,22.5,43.117,116.58
780,23,43.099,116.37
780,23.5,43.082,116.16
780,24,43.065,115.96
780,24.5,43.049,115.76
780,25,43.032,115.56
780,25.5,43.016,115.37
780,26,43,115.18
780,26.5,42.984,114.99
780,27,42.968,114.81
780,27.5,42.952,114.63
780,28,42.937,114.46
780,28.5,42.922,114.28
780,29,42.907,114.11
780,29.5,42.892,113.94
780,30,42.877,113.78
780,30.5,42.863,113.61
780,31,42.848,113.45
780,31.5,42.834,113.29
780,32,42.82,113.14
780,32.5,42.807,112.98
780,33,42.793,112.83
780,33.5,42.78,112.68
780,34,42.767,112.53
780,34.5,42.754,112.39
780,35,42.741,112.24
780,35.5,42.729,112.1
780,36,42.716,111.96
790,8,44.226,126.74
790,8.5,44.204,126.21
790,9,44.182,125.7
790,9.5,44.161,125.22
790,10,44.139,124.76
790,10.5,44.118,124.32
790,11,44.097,123.9
790,11.5,44.076,123.5
790,12,44.056,123.12
790,12.5,44.035,122.75
790,13,44.015,122.39
790,13.5,43.995,122.05
790,14,43.975,121.71
790,14.5,43.955,121.39
790,15,43.935,121.08
790,15.5,43.916,120.78
790,16,43.897,120.48
790,16.5,43.878,120.2
790,17,43.859,119.92
790,17.5,43.84,119.65
790,18,43.822,119.39
790,18.5,43.803,119.13
790,19,43.785,118.88
790,19.5,43.767,118.63
790,20,43.75,118.39
790,20.5,43.732,118.16
790,21,43.715,117.93
790,21.5,43.698,117.71
790,22,43.68,117.49
790,22.5,43.664,117.27
790,23,43.647,117.06
790,23.5,43.631,116.86
790,24,43.614,116.65
790,24.5,43.598,116.46
790,25,43.582,116.26
790,25.5,43.567,116.07
790,26,43.551,115.88
790,26.5,43.536,115.7
790,27,43.521,115.52
790,27.5,43.506,115.34
790,28,43.491,115.16
790,28.5,43.476,114.99
790,29,43.462,114.82
790,29.5,43.447,114.65
790,30,43.433,114.49
790,30.5,43.42,114.32
790,31,43.406,114.16
790,31.5,43.392,114
790,32,43.379,113.85
790,32.5,43.366,113.7
790,33,43.353,113.55
790,33.5,43.34,113.4
790,34,43.328,113.25
790,34.5,43.315,113.1
790,35,43.303,112.96
790,35.5,43.291,112.82
790,36,43.279,112.68
800,8,44.752,127.41
800,8.5,44.731,126.87
800,9,44.71,126.36
800,9.5,44.69,125.88
800,10,44.669,125.43
800,10.5,44.648,124.99
800,11,44.628,124.57
800,11.5,44.608,124.17
800,12,44.588,123.79
800,12.5,44.568,123.42
800,13,44.549,123.06
800,13.5,44.53,122.72
800,14,44.51,122.39
800,14.5,44.491,122.07
800,15,44.472,121.75
800,15.5,44.454,121.45
800,16,44.435,121.16
800,16.5,44.417,120.88
800,17,44.399,120.6
800,17.5,44.381,120.33
800,18,44.363,120.07
800,18.5,44.345,119.81
800,19,44.328,119.56
800,19.5,44.311,119.32
800,20,44.294,119.08
800,20.5,44.277,118.84
800,21,44.26,118.62
800,21.5,44.244,118.39
800,22,44.227,118.18
800,22.5,44.211,117.96
800,23,44.195,117.75
800,23.5,44.179,117.55
800,24,44.164,117.35
800,24.5,44.148,117.15
800,25,44.133,116.95
800,25.5,44.118,116.76
800,26,44.103,116.58
800,26.5,44.088,116.39
800,27,44.074,116.21
800,27.5,44.059,116.03
800,28,44.045,115.86
800,28.5,44.031,115.69
800,29,44.017,115.52
800,29.5,44.004,115.35
800,30,43.99,115.19
800,30.5,43.977,115.02
800,31,43.964,114.86
800,31.5,43.951,114.71
800,32,43.938,114.55
800,32.5,43.925,114.4
800,33,43.913,114.25
800,33.5,43.901,114.1
800,34,43.889,113.95
800,34.5,43.877,113.81
800,35,43.865,113.67
800,35.5,43.854,113.53
800,36,43.842,113.39
810,8,45.28,128.06
810,8.5,45.26,127.53
810,9,45.24,127.02
810,9.5,45.22,126.54
810,10,45.2,126.09
810,10.5,45.18,125.65
810,11,45.16,125.23
810,11.5,45.141,124.83
810,12,45.122,124.45
810,12.5,45.103,124.08
810,13,45.084,123.73
810,13.5,45.065,123.39
810,14,45.047,123.05
810,14.5,45.029,122.73
810,15,45.01,122.42
810,15.5,44.992,122.12
810,16,44.975,121.83
810,16.5,44.957,121.55
810,17,44.94,121.27
810,17.5,44.922,121
810,18,44.905,120.74
810,18.5,44.888,120.48
810,19,44.871,120.24
810,19.5,44.855,119.99
810,20,44.839,119.75
810,20.5,44.822,119.52
810,21,44.806,119.3
810,21.5,44.79,119.07
810,22,44.775,118.86
810,22.5,44.759,118.64
810,23,44.744,118.43
810,23.5,44.729,118.23
810,24,44.713,118.03
810,24.5,44.699,117.83
810,25,44.684,117.64
810,25.5,44.669,117.45
810,26,44.655,117.26
810,26.5,44.641,117.08
810,27,44.627,116.9
810,27.5,44.613,116.72
810,28,44.6,116.55
810,28.5,44.586,116.38
810,29,44.573,116.21
810,29.5,44.56,116.04
810,30,44.547,115.88
810,30.5,44.534,115.72
810,31,44.522,115.56
810,31.5,44.509,115.4
810,32,44.497,115.25
810,32.5,44.485,115.09
810,33,44.473,114.95
810,33.5,44.461,114.8
810,34,44.45,114.65
810,34.5,44.438,114.51
810,35,44.427,114.37
810,35.5,44.416,114.23
810,36,44.405,114.09
820,8,45.809,128.71
820,8.5,45.79,128.18
820,9,45.77,127.67
820,9.5,45.751,127.19
820,10,45.732,126.74
820,10.5,45.713,126.3
820,11,45.694,125.89
820,11.5,45.675,125.49
820,12,45.657,125.11
820,12.5,45.638,124.74
820,13,45.62,124.39
820,13.5,45.602,124.04
820,14,45.584,123.71
820,14.5,45.567,123.39
820,15,45.549,123.08
820,15.5,45.532,122.78
820,16,45.515,122.49
820,16.5,45.498,122.21
820,17,45.481,121.93
820,17.5,45.465,121.67
820,18,45.448,121.41
820,18.5,45.432,121.15
820,19,45.416,120.9
820,19.5,45.4,120.66
820,20,45.384,120.42
820,20.5,45.368,120.19
820,21,45.353,119.97
820,21.5,45.338,119.75
820,22,45.323,119.53
820,22.5,45.308,119.32
820,23,45.293,119.11
820,23.5,45.278,118.9
820,24,45.264,118.7
820,24.5,45.25,118.51
820,25,45.236,118.32
820,25.5,45.222,118.13
820,26,45.208,117.94
820,26.5,45.194,117.76
820,27,45.181,117.58
820,27.5,45.168,117.4
820,28,45.155,117.23
820,28.5,45.142,117.06
820,29,45.129,116.89
820,29.5,45.117,116.72
820,30,45.104,116.56
820,30.5,45.092,116.4
820,31,45.08,116.24
820,31.5,45.068,116.09
820,32,45.056,115.93
820,32.5,45.045,115.78
820,33,45.033,115.63
820,33.5,45.022,115.49
820,34,45.011,115.34
820,34.5,45,115.2
820,35,44.989,115.06
820,35.5,44.979,114.92
820,36,44.969,114.78
830,8,46.34,129.35
830,8.5,46.321,128.82
830,9,46.302,128.32
830,9.5,46.283,127.84
830,10,46.265,127.38
830,10.5,46.246,126.95
830,11,46.228,126.54
830,11.5,46.21,126.14
830,12,46.193,125.76
830,12.5,46.175,125.39
830,13,46.157,125.04
830,13.5,46.14,124.7
830,14,46.123,124.37
830,14.5,46.106,124.05
830,15,46.089,123.74
830,15.5,46.073,123.44
830,16,46.056,123.15
830,16.5,46.04,122.87
830,17,46.024,122.59
830,17.5,46.008,122.32
830,18,45.992,122.06
830,18.5,45.976,121.81
830,19,45.961,121.56
830,19.5,45.945,121.32
830,20,45.93,121.09
830,20.5,45.915,120.86
830,21,45.9,120.63
830,21.5,45.886,120.41
830,22,45.871,120.19
830,22.5,45.857,119.98
830,23,45.843,119.77
830,23.5,45.829,119.57
830,24,45.815,119.37
830,24.5,45.801,119.18
830,25,45.788,118.98
830,25.5,45.774,118.8
830,26,45.761,118.61
830,26.5,45.748,118.43
830,27,45.735,118.25
830,27.5,45.723,118.07
830,28,45.71,117.9
830,28.5,45.698,117.73
830,29,45.686,117.56
830,29.5,45.674,117.4
830,30,45.662,117.24
830,30.5,45.65,117.08
830,31,45.638,116.92
830,31.5,45.627,116.76
830,32,45.616,116.61
830,32.5,45.605,116.46
830,33,45.594,116.31
830,33.5,45.583,116.17
830,34,45.573,116.02
830,34.5,45.562,115.88
830,35,45.552,115.74
830,35.5,45.542,115.6
830,36,45.532,115.46
840,8,46.871,129.99
840,8.5,46.853,129.46
840,9,46.835,128.96
840,9.5,46.817,128.48
840,10,46.799,128.02
840,10.5,46.781,127.59
840,11,46.764,127.18
840,11.5,46.747,126.78
840,12,46.729,126.4
840,12.5,46.712,126.03
840,13,46.696,125.68
840,13.5,46.679,125.34
840,14,46.663,125.01
840,14.5,46.646,124.69
840,15,46.63,124.39
840,15.5,46.614,124.09
840,16,46.598,123.8
840,16.5,46.583,123.52
840,17,46.567,123.24
840,17.5,46.552,122.98
840,18,46.536,122.72
840,18.5,46.521,122.46
840,19,46.507,122.22
840,19.5,46.492,121.98
840,20,46.477,121.74
840,20.5,46.463,121.51
840,21,46.449,121.29
840,21.5,46.435,121.07
840,22,46.421,120.85
840,22.5,46.407,120.64
840,23,46.393,120.43
840,23.5,46.38,120.23
840,24,46.367,120.03
840,24.5,46.353,119.84
840,25,46.34,119.65
840,25.5,46.328,119.46
840,26,46.315,119.27
840,26.5,46.303,119.09
840,27,46.29,118.91
840,27.5,46.278,118.74
840,28,46.266,118.57
840,28.5,46.254,118.4
840,29,46.243,118.23
840,29.5,46.231,118.07
840,30,46.22,117.9
840,30.5,46.208,117.75
840,31,46.197,117.59
840,31.5,46.187,117.43
840,32,46.176,117.28
840,32.5,46.165,117.13
840,33,46.155,116.98
840,33.5,46.145,116.84
840,34,46.135,116.69
840,34.5,46.125,116.55
840,35,46.115,116.41
840,35.5,46.105,116.27
840,36,46.096,116.14
850,8,47.404,130.62
850,8.5,47.386,130.09
850,9,47.369,129.59
850,9.5,47.352,129.11
850,10,47.334,128.66
850,10.5,47.317,128.23
850,11,47.301,127.81
850,11.5,47.284,127.42
850,12,47.267,127.04
850,12.5,47.251,126.67
850,13,47.235,126.32
850,13.5,47.219,125.98
850,14,47.203,125.65
850,14.5,47.187,125.33
850,15,47.172,125.03
850,15.5,47.156,124.73
850,16,47.141,124.44
850,16.5,47.126,124.16
850,17,47.111,123.89
850,17.5,47.096,123.62
850,18,47.082,123.36
850,18.5,47.067,123.11
850,19,47.053,122.86
850,19.5,47.039,122.62
850,20,47.025,122.39
850,20.5,47.011,122.16
850,21,46.997,121.94
850,21.5,46.984,121.72
850,22,46.971,121.5
850,22.5,46.957,121.29
850,23,46.944,121.09
850,23.5,46.931,120.88
850,24,46.919,120.69
850,24.5,46.906,120.49
850,25,46.894,120.3
850,25.5,46.881,120.11
850,26,46.869,119.93
850,26.5,46.857,119.75
850,27,46.846,119.57
850,27.5,46.834,119.4
850,28,46.823,119.23
850,28.5,46.811,119.06
850,29,46.8,118.89
850,29.5,46.789,118.73
850,30,46.778,118.57
850,30.5,46.767,118.41
850,31,46.757,118.25
850,31.5,46.746,118.1
850,32,46.736,117.95
850,32.5,46.726,117.8
850,33,46.716,117.65
850,33.5,46.706,117.5
850,34,46.697,117.36
850,34.5,46.687,117.22
850,35,46.678,117.08
850,35.5,46.669,116.94
850,36,46.66,116.8
860,8,47.938,131.25
860,8.5,47.921,130.72
860,9,47.904,130.21
860,9.5,47.888,129.74
860,10,47.871,129.29
860,10.5,47.855,128.85
860,11,47.839,128.44
860,11.5,47.822,128.05
860,12,47.807,127.67
860,12.5,47.791,127.3
860,13,47.775,126.95
860,13.5,47.76,126.61
860,14,47.745,126.29
860,14.5,47.73,125.97
860,15,47.715,125.66
860,15.5,47.7,125.37
860,16,47.685,125.08
860,16.5,47.671,124.8
860,17,47.656,124.52
860,17.5,47.642,124.26
860,18,47.628,124
860,18.5,47.614,123.75
860,19,47.601,123.5
860,19.5,47.587,123.26
860,20,47.574,123.03
860,20.5,47.56,122.8
860,21,47.547,122.58
860,21.5,47.534,122.36
860,22,47.521,122.15
860,22.5,47.509,121.94
860,23,47.496,121.73
860,23.5,47.484,121.53
860,24,47.472,121.33
860,24.5,47.46,121.14
860,25,47.448,120.95
860,25.5,47.436,120.76
860,26,47.424,120.58
860,26.5,47.413,120.4
860,27,47.402,120.22
860,27.5,47.39,120.05
860,28,47.379,119.88
860,28.5,47.369,119.71
860,29,47.358,119.54
860,29.5,47.347,119.38
860,30,47.337,119.22
860,30.5,47.327,119.06
860,31,47.317,118.91
860,31.5,47.307,118.75
860,32,47.297,118.6
860,32.5,47.287,118.45
860,33,47.278,118.31
860,33.5,47.268,118.16
860,34,47.259,118.02
860,34.5,47.25,117.88
860,35,47.241,117.74
860,35.5,47.233,117.6
860,36,47.224,117.46
870,8,48.473,131.86
870,8.5,48.457,131.34
870,9,48.441,130.83
870,9.5,48.425,130.36
870,10,48.409,129.91
870,10.5,48.393,129.48
870,11,48.377,129.07
870,11.5,48.362,128.67
870,12,48.347,128.29
870,12.5,48.332,127.93
870,13,48.317,127.58
870,13.5,48.302,127.24
870,14,48.287,126.91
870,14.5,48.273,126.6
870,15,48.258,126.29
870,15.5,48.244,125.99
870,16,48.23,125.71
870,16.5,48.216,125.43
870,17,48.202,125.16
870,17.5,48.189,124.89
870,18,48.175,124.63
870,18.5,48.162,124.38
870,19,48.149,124.14
870,19.5,48.136,123.9
870,20,48.123,123.67
870,20.5,48.11,123.44
870,21,48.098,123.22
870,21.5,48.085,123
870,22,48.073,122.78
870,22.5,48.061,122.57
870,23,48.049,122.37
870,23.5,48.037,122.17
870,24,48.025,121.97
870,24.5,48.014,121.78
870,25,48.002,121.59
870,25.5,47.991,121.4
870,26,47.98,121.22
870,26.5,47.969,121.04
870,27,47.958,120.87
870,27.5,47.947,120.69
870,28,47.937,120.52
870,28.5,47.927,120.35
870,29,47.916,120.19
870,29.5,47.906,120.03
870,30,47.896,119.87
870,30.5,47.887,119.71
870,31,47.877,119.55
870,31.5,47.867,119.4
870,32,47.858,119.25
870,32.5,47.849,119.1
870,33,47.84,118.95
870,33.5,47.831,118.81
870,34,47.822,118.67
870,34.5,47.814,118.53
870,35,47.805,118.39
870,35.5,47.797,118.25
870,36,47.789,118.12
880,8,49.01,132.48
880,8.5,48.994,131.95
880,9,48.978,131.45
880,9.5,48.963,130.97
880,10,48.948,130.52
880,10.5,48.933,130.09
880,11,48.918,129.68
880,11.5,48.903,129.29
880,12,48.888,128.91
880,12.5,48.873,128.55
880,13,48.859,128.2
880,13.5,48.845,127.86
880,14,48.831,127.53
880,14.5,48.817,127.22
880,15,48.803,126.91
880,15.5,48.789,126.62
880,16,48.776,126.33
880,16.5,48.762,126.05
880,17,48.749,125.78
880,17.5,48.736,125.52
880,18,48.723,125.26
880,18.5,48.71,125.01
880,19,48.698,124.77
880,19.5,48.685,124.53
880,20,48.673,124.29
880,20.5,48.661,124.07
880,21,48.649,123.85
880,21.5,48.637,123.63
880,22,48.625,123.41
880,22.5,48.613,123.21
880,23,48.602,123
880,23.5,48.591,122.8
880,24,48.579,122.61
880,24.5,48.568,122.41
880,25,48.557,122.22
880,25.5,48.547,122.04
880,26,48.536,121.86
880,26.5,48.526,121.68
880,27,48.515,121.5
880,27.5,48.505,121.33
880,28,48.495,121.16
880,28.5,48.485,120.99
880,29,48.475,120.83
880,29.5,48.466,120.67
880,30,48.456,120.51
880,30.5,48.447,120.35
880,31,48.438,120.19
880,31.5,48.429,120.04
880,32,48.42,119.89
880,32.5,48.411,119.74
880,33,48.402,119.6
880,33.5,48.394,119.45
880,34,48.385,119.31
880,34.5,48.377,119.17
880,35,48.369,119.03
880,35.5,48.361,118.9
880,36,48.353,118.76
890,8,49.547,133.09
890,8.5,49.532,132.56
890,9,49.517,132.06
890,9.5,49.502,131.58
890,10,49.488,131.13
890,10.5,49.473,130.7
890,11,49.459,130.29
890,11.5,49.444,129.9
890,12,49.43,129.52
890,12.5,49.416,129.16
890,13,49.403,128.81
890,13.5,49.389,128.47
890,14,49.375,128.15
890,14.5,49.362,127.83
890,15,49.349,127.53
890,15.5,49.336,127.23
890,16,49.323,126.95
890,16.5,49.31,126.67
890,17,49.297,126.4
890,17.5,49.284,126.14
890,18,49.272,125.88
890,18.5,49.26,125.63
890,19,49.248,125.39
890,19.5,49.236,125.15
890,20,49.224,124.92
890,20.5,49.212,124.69
890,21,49.201,124.47
890,21.5,49.189,124.25
890,22,49.178,124.04
890,22.5,49.167,123.83
890,23,49.156,123.63
890,23.5,49.145,123.43
890,24,49.134,123.23
890,24.5,49.124,123.04
890,25,49.113,122.85
890,25.5,49.103,122.67
890,26,49.093,122.49
890,26.5,49.083,122.31
890,27,49.073,122.13
890,27.5,49.063,121.96
890,28,49.054,121.79
890,28.5,49.044,121.62
890,29,49.035,121.46
890,29.5,49.026,121.3
890,30,49.017,121.14
890,30.5,49.008,120.98
890,31,48.999,120.83
890,31.5,48.99,120.68
890,32,48.982,120.53
890,32.5,48.973,120.38
890,33,48.965,120.23
890,33.5,48.957,120.09
890,34,48.949,119.95
890,34.5,48.941,119.81
890,35,48.934,119.67
890,35.5,48.926,119.54
890,36,48.919,119.4
900,8,50.086,133.69
900,8.5,50.072,133.16
900,9,50.057,132.66
900,9.5,50.043,132.19
900,10,50.029,131.74
900,10.5,50.015,131.31
900,11,50.001,130.9
900,11.5,49.987,130.51
900,12,49.974,130.13
900,12.5,49.96,129.77
900,13,49.947,129.42
900,13.5,49.934,129.08
900,14,49.921,128.76
900,14.5,49.908,128.44
900,15,49.895,128.14
900,15.5,49.883,127.85
900,16,49.87,127.56
900,16.5,49.858,127.28
900,17,49.846,127.01
900,17.5,49.834,126.75
900,18,49.822,126.49
900,18.5,49.81,126.25
900,19,49.798,126
900,19.5,49.787,125.77
900,20,49.776,125.53
900,20.5,49.764,125.31
900,21,49.753,125.09
900,21.5,49.742,124.87
900,22,49.732,124.66
900,22.5,49.721,124.45
900,23,49.71,124.25
900,23.5,49.7,124.05
900,24,49.69,123.85
900,24.5,49.68,123.66
900,25,49.67,123.47
900,25.5,49.66,123.29
900,26,49.65,123.11
900,26.5,49.641,122.93
900,27,49.631,122.76
900,27.5,49.622,122.58
900,28,49.613,122.42
900,28.5,49.604,122.25
900,29,49.595,122.09
900,29.5,49.586,121.92
900,30,49.578,121.77
900,30.5,49.569,121.61
900,31,49.561,121.46
900,31.5,49.553,121.3
900,32,49.544,121.16
900,32.5,49.537,121.01
900,33,49.529,120.86
900,33.5,49.521,120.72
900,34,49.513,120.58
900,34.5,49.506,120.44
900,35,49.499,120.3
900,35.5,49.492,120.17
900,36,49.485,120.03
910,8,50.626,134.28
910,8.5,50.612,133.76
910,9,50.598,133.26
910,9.5,50.585,132.79
910,10,50.571,132.34
910,10.5,50.558,131.91
910,11,50.544,131.5
910,11.5,50.531,131.11
910,12,50.518,130.73
910,12.5,50.505,130.37
910,13,50.492,130.02
910,13.5,50.48,129.69
910,14,50.467,129.36
910,14.5,50.455,129.05
910,15,50.443,128.75
910,15.5,50.431,128.45
910,16,50.419,128.17
910,16.5,50.407,127.89
910,17,50.395,127.62
910,17.5,50.384,127.36
910,18,50.372,127.1
910,18.5,50.361,126.85
910,19,50.35,126.61
910,19.5,50.339,126.38
910,20,50.328,126.14
910,20.5,50.317,125.92
910,21,50.307,125.7
910,21.5,50.296,125.48
910,22,50.286,125.27
910,22.5,50.276,125.06
910,23,50.266,124.86
910,23.5,50.256,124.66
910,24,50.246,124.47
910,24.5,50.236,124.28
910,25,50.227,124.09
910,25.5,50.218,123.91
910,26,50.208,123.73
910,26.5,50.199,123.55
910,27,50.19,123.37
910,27.5,50.181,123.2
910,28,50.173,123.03
910,28.5,50.164,122.87
910,29,50.156,122.71
910,29.5,50.147,122.54
910,30,50.139,122.39
910,30.5,50.131,122.23
910,31,50.123,122.08
910,31.5,50.115,121.93
910,32,50.108,121.78
910,32.5,50.1,121.63
910,33,50.093,121.49
910,33.5,50.085,121.34
910,34,50.078,121.2
910,34.5,50.071,121.06
910,35,50.064,120.93
910,35.5,50.057,120.79
910,36,50.051,120.66
920,8,51.168,134.88
920,8.5,51.154,134.35
920,9,51.141,133.85
920,9.5,51.127,133.38
920,10,51.114,132.93
920,10.5,51.101,132.5
920,11,51.089,132.1
920,11.5,51.076,131.7
920,12,51.063,131.33
920,12.5,51.051,130.97
920,13,51.039,130.62
920,13.5,51.027,130.28
920,14,51.015,129.96
920,14.5,51.003,129.65
920,15,50.991,129.35
920,15.5,50.98,129.05
920,16,50.968,128.77
920,16.5,50.957,128.49
920,17,50.946,128.22
920,17.5,50.935,127.96
920,18,50.924,127.71
920,18.5,50.913,127.46
920,19,50.902,127.22
920,19.5,50.892,126.98
920,20,50.881,126.75
920,20.5,50.871,126.52
920,21,50.861,126.3
920,21.5,50.851,126.09
920,22,50.841,125.88
920,22.5,50.832,125.67
920,23,50.822,125.47
920,23.5,50.812,125.27
920,24,50.803,125.08
920,24.5,50.794,124.89
920,25,50.785,124.7
920,25.5,50.776,124.52
920,26,50.767,124.34
920,26.5,50.758,124.16
920,27,50.75,123.99
920,27.5,50.741,123.81
920,28,50.733,123.65
920,28.5,50.725,123.48
920,29,50.717,123.32
920,29.5,50.709,123.16
920,30,50.701,123
920,30.5,50.693,122.85
920,31,50.686,122.69
920,31.5,50.678,122.54
920,32,50.671,122.39
920,32.5,50.664,122.25
920,33,50.657,122.1
920,33.5,50.65,121.96
920,34,50.643,121.82
920,34.5,50.637,121.68
920,35,50.63,121.55
920,35.5,50.624,121.41
920,36,50.617,121.28
930,8,51.71,135.46
930,8.5,51.697,134.94
930,9,51.684,134.44
930,9.5,51.671,133.97
930,10,51.659,133.52
930,10.5,51.646,133.09
930,11,51.634,132.68
930,11.5,51.622,132.29
930,12,51.61,131.92
930,12.5,51.598,131.56
930,13,51.586,131.21
930,13.5,51.575,130.88
930,14,51.563,130.55
930,14.5,51.552,130.24
930,15,51.541,129.94
930,15.5,51.53,129.65
930,16,51.519,129.36
930,16.5,51.508,129.09
930,17,51.497,128.82
930,17.5,51.487,128.56
930,18,51.476,128.3
930,18.5,51.466,128.05
930,19,51.456,127.81
930,19.5,51.446,127.58
930,20,51.436,127.35
930,20.5,51.426,127.12
930,21,51.416,126.9
930,21.5,51.407,126.69
930,22,51.397,126.48
930,22.5,51.388,126.27
930,23,51.379,126.07
930,23.5,51.37,125.87
930,24,51.361,125.68
930,24.5,51.352,125.49
930,25,51.343,125.3
930,25.5,51.335,125.12
930,26,51.326,124.94
930,26.5,51.318,124.76
930,27,51.31,124.59
930,27.5,51.302,124.42
930,28,51.294,124.25
930,28.5,51.286,124.09
930,29,51.279,123.93
930,29.5,51.271,123.77
930,30,51.264,123.61
930,30.5,51.256,123.45
930,31,51.249,123.3
930,31.5,51.242,123.15
930,32,51.235,123
930,32.5,51.229,122.86
930,33,51.222,122.71
930,33.5,51.215,122.57
930,34,51.209,122.43
930,34.5,51.203,122.29
930,35,51.197,122.16
930,35.5,51.19,122.02
930,36,51.185,121.89
940,8,52.253,136.04
940,8.5,52.241,135.52
940,9,52.228,135.02
940,9.5,52.216,134.55
940,10,52.204,134.1
940,10.5,52.192,133.68
940,11,52.181,133.27
940,11.5,52.169,132.88
940,12,52.157,132.5
940,12.5,52.146,132.14
940,13,52.135,131.8
940,13.5,52.124,131.46
940,14,52.113,131.14
940,14.5,52.102,130.83
940,15,52.091,130.53
940,15.5,52.08,130.24
940,16,52.07,129.95
940,16.5,52.06,129.68
940,17,52.049,129.41
940,17.5,52.039,129.15
940,18,52.029,128.89
940,18.5,52.019,128.65
940,19,52.01,128.41
940,19.5,52,128.17
940,20,51.991,127.94
940,20.5,51.981,127.72
940,21,51.972,127.5
940,21.5,51.963,127.28
940,22,51.954,127.07
940,22.5,51.945,126.87
940,23,51.936,126.67
940,23.5,51.928,126.47
940,24,51.919,126.28
940,24.5,51.911,126.09
940,25,51.903,125.9
940,25.5,51.894,125.72
940,26,51.886,125.54
940,26.5,51.879,125.36
940,27,51.871,125.19
940,27.5,51.863,125.02
940,28,51.856,124.85
940,28.5,51.848,124.69
940,29,51.841,124.53
940,29.5,51.834,124.37
940,30,51.827,124.21
940,30.5,51.82,124.06
940,31,51.813,123.9
940,31.5,51.807,123.76
940,32,51.8,123.61
940,32.5,51.794,123.46
940,33,51.787,123.32
940,33.5,51.781,123.18
940,34,51.775,123.04
940,34.5,51.769,122.9
940,35,51.763,122.76
940,35.5,51.758,122.63
940,36,51.752,122.5
950,8,52.798,136.62
950,8.5,52.786,136.09
950,9,52.774,135.6
950,9.5,52.762,135.13
950,10,52.751,134.68
950,10.5,52.739,134.26
950,11,52.728,133.85
950,11.5,52.717,133.46
950,12,52.706,133.08
950,12.5,52.695,132.73
950,13,52.684,132.38
950,13.5,52.674,132.05
950,14,52.663,131.72
950,14.5,52.653,131.41
950,15,52.642,131.11
950,15.5,52.632,130.82
950,16,52.622,130.54
950,16.5,52.612,130.26
950,17,52.602,129.99
950,17.5,52.593,129.73
950,18,52.583,129.48
950,18.5,52.574,129.23
950,19,52.565,128.99
950,19.5,52.555,128.76
950,20,52.546,128.53
950,20.5,52.537,128.31
950,21,52.529,128.09
950,21.5,52.52,127.87
950,22,52.511,127.66
950,22.5,52.503,127.46
950,23,52.495,127.26
950,23.5,52.486,127.06
950,24,52.478,126.87
950,24.5,52.47,126.68
950,25,52.463,126.49
950,25.5,52.455,126.31
950,26,52.447,126.13
950,26.5,52.44,125.96
950,27,52.432,125.79
950,27.5,52.425,125.62
950,28,52.418,125.45
950,28.5,52.411,125.28
950,29,52.404,125.12
950,29.5,52.397,124.96
950,30,52.391,124.81
950,30.5,52.384,124.65
950,31,52.378,124.5
950,31.5,52.372,124.35
950,32,52.365,124.21
950,32.5,52.359,124.06
950,33,52.353,123.92
950,33.5,52.348,123.78
950,34,52.342,123.64
950,34.5,52.336,123.5
950,35,52.331,123.37
950,35.5,52.325,123.23
950,36,52.32,123.1
960,8,53.343,137.19
960,8.5,53.332,136.67
960,9,53.321,136.17
960,9.5,53.309,135.7
960,10,53.298,135.26
960,10.5,53.287,134.83
960,11,53.277,134.42
960,11.5,53.266,134.03
960,12,53.255,133.66
960,12.5,53.245,133.3
960,13,53.235,132.96
960,13.5,53.224,132.62
960,14,53.214,132.3
960,14.5,53.204,131.99
960,15,53.194,131.69
960,15.5,53.185,131.4
960,16,53.175,131.12
960,16.5,53.166,130.84
960,17,53.156,130.57
960,17.5,53.147,130.31
960,18,53.138,130.06
960,18.5,53.129,129.82
960,19,53.12,129.58
960,19.5,53.111,129.34
960,20,53.103,129.11
960,20.5,53.094,128.89
960,21,53.086,128.67
960,21.5,53.078,128.46
960,22,53.07,128.25
960,22.5,53.062,128.04
960,23,53.054,127.84
960,23.5,53.046,127.65
960,24,53.038,127.46
960,24.5,53.031,127.27
960,25,53.023,127.08
960,25.5,53.016,126.9
960,26,53.009,126.72
960,26.5,53.002,126.55
960,27,52.995,126.37
960,27.5,52.988,126.2
960,28,52.981,126.04
960,28.5,52.974,125.87
960,29,52.968,125.71
960,29.5,52.961,125.55
960,30,52.955,125.4
960,30.5,52.949,125.25
960,31,52.943,125.09
960,31.5,52.937,124.95
960,32,52.931,124.8
960,32.5,52.925,124.65
960,33,52.92,124.51
960,33.5,52.914,124.37
960,34,52.909,124.23
960,34.5,52.904,124.09
960,35,52.899,123.96
960,35.5,52.894,123.83
960,36,52.889,123.7
970,8,53.89,137.76
970,8.5,53.879,137.23
970,9,53.868,136.74
970,9.5,53.858,136.27
970,10,53.847,135.82
970,10.5,53.836,135.4
970,11,53.826,134.99
970,11.5,53.816,134.6
970,12,53.806,134.23
970,12.5,53.796,133.87
